,Month,DayofMonth,CRSDepTime,Delayed,Visibility
1454444,3,9,1835,0,10.0
1454445,3,11,1835,0,10.0
1454446,3,12,1835,0,4.0
1454447,3,13,1835,0,10.0
1454448,3,14,1835,0,10.0
1454449,3,15,1835,1,10.0
1454450,3,16,1835,1,2.0
1454451,3,18,1835,0,10.0
1454452,3,19,1835,0,10.0
1454453,3,20,1835,0,10.0
1454454,3,21,1835,0,10.0
1454455,3,22,1835,0,10.0
1454456,3,23,1835,0,10.0
1454457,3,25,1835,1,10.0
1454458,3,26,1835,0,10.0
1454459,3,27,1835,0,10.0
1454460,3,28,1835,1,10.0
1454461,3,29,1835,1,9.0
1454462,3,30,1835,0,8.0
1454494,3,1,1335,0,10.0
1454495,3,2,1335,0,9.0
1454496,3,3,1335,1,8.0
1454497,3,4,1335,0,10.0
1454498,3,5,1335,0,9.0
1454499,3,6,1335,0,10.0
1454500,3,7,1335,0,10.0
1454501,3,8,1335,0,10.0
1454502,3,9,1335,0,10.0
1454503,3,10,1335,0,10.0
1454504,3,11,1335,0,10.0
1454505,3,12,1335,0,1.0
1454506,3,13,1335,0,10.0
1454507,3,14,1335,0,10.0
1454508,3,15,1335,1,3.0
1454509,3,16,1335,1,2.0
1454510,3,17,1335,0,10.0
1454511,3,18,1335,0,10.0
1454512,3,19,1335,0,10.0
1454513,3,20,1335,0,10.0
1454514,3,21,1335,0,10.0
1454515,3,22,1335,0,10.0
1454516,3,23,1335,0,10.0
1454517,3,24,1335,0,10.0
1454518,3,25,1335,0,4.0
1454519,3,26,1335,0,10.0
1454520,3,27,1335,0,10.0
1454521,3,28,1335,0,10.0
1454522,3,29,1335,0,7.0
1454523,3,30,1335,0,10.0
1454524,3,31,1335,0,6.0
1454580,3,1,1655,0,10.0
1454581,3,2,1655,1,8.0
1454582,3,3,1655,0,10.0
1454583,3,4,1655,0,10.0
1454584,3,5,1655,0,10.0
1454585,3,6,1655,0,10.0
1454586,3,7,1655,0,10.0
1454587,3,8,1655,1,9.0
1454588,3,9,1655,0,10.0
1454589,3,10,1655,0,10.0
1454590,3,11,1655,0,10.0
1454591,3,12,1655,1,4.0
1454592,3,13,1655,0,10.0
1454593,3,14,1655,0,10.0
1454594,3,15,1655,1,4.0
1454595,3,16,1655,1,1.0
1454596,3,17,1655,0,10.0
1454597,3,18,1655,0,10.0
1454598,3,19,1655,1,10.0
1454599,3,20,1655,0,10.0
1454600,3,21,1655,0,10.0
1454601,3,22,1655,0,10.0
1454602,3,23,1655,0,10.0
1454603,3,24,1655,0,10.0
1454604,3,25,1655,1,10.0
1454605,3,26,1655,0,10.0
1454606,3,27,1655,0,10.0
1454607,3,28,1655,1,10.0
1454608,3,29,1655,0,9.0
1454609,3,30,1655,0,10.0
1454610,3,31,1655,0,3.0
1454643,3,1,820,0,10.0
1454644,3,2,820,0,5.0
1454645,3,3,820,0,4.0
1454646,3,4,820,0,10.0
1454647,3,5,820,0,10.0
1454648,3,6,820,0,10.0
1454649,3,7,820,0,10.0
1454650,3,8,820,0,1.0
1454651,3,9,820,0,10.0
1454652,3,10,820,0,10.0
1454653,3,11,820,0,10.0
1454654,3,12,820,0,4.0
1454655,3,13,820,0,7.0
1454656,3,14,820,0,9.0
1454657,3,15,820,0,2.0
1454658,3,16,820,0,2.0
1454659,3,17,820,0,10.0
1454660,3,18,820,1,10.0
1454661,3,19,820,0,10.0
1454662,3,20,820,0,10.0
1454663,3,21,820,0,10.0
1454664,3,22,820,0,4.0
1454665,3,23,820,0,8.0
1454666,3,24,820,0,10.0
1454667,3,25,820,0,10.0
1454668,3,26,820,0,10.0
1454669,3,27,820,0,10.0
1454670,3,28,820,0,10.0
1454671,3,29,820,0,5.0
1454672,3,30,820,0,8.0
1454673,3,31,820,0,4.0
1455102,3,1,1830,1,10.0
1455103,3,2,1830,0,8.0
1455104,3,3,1830,0,10.0
1455105,3,4,1830,0,10.0
1455106,3,5,1830,0,10.0
1455107,3,6,1830,1,10.0
1455108,3,7,1830,0,10.0
1455109,3,8,1830,0,10.0
1455110,3,9,1830,0,10.0
1455111,3,10,1830,0,10.0
1455112,3,11,1830,0,10.0
1455113,3,12,1830,1,4.0
1455114,3,13,1830,1,10.0
1455115,3,14,1830,0,10.0
1455116,3,15,1830,1,10.0
1455117,3,16,1830,1,2.0
1455118,3,17,1830,0,10.0
1455119,3,18,1830,0,10.0
1455120,3,19,1830,1,10.0
1455121,3,20,1830,0,10.0
1455122,3,21,1830,1,10.0
1455123,3,22,1830,0,10.0
1455124,3,23,1830,1,10.0
1455125,3,24,1830,0,10.0
1455126,3,25,1830,1,10.0
1455127,3,26,1830,1,10.0
1455128,3,27,1830,0,10.0
1455129,3,28,1830,0,10.0
1455130,3,29,1830,0,9.0
1455131,3,30,1830,1,8.0
1455132,3,31,1830,0,7.0
1455186,3,1,650,1,10.0
1455187,3,2,650,0,5.0
1455188,3,3,650,0,1.0
1455189,3,5,650,0,7.0
1455190,3,6,650,0,10.0
1455191,3,7,650,0,10.0
1455192,3,8,650,0,10.0
1455193,3,9,650,0,10.0
1455194,3,10,650,0,10.0
1455195,3,12,650,0,7.0
1455196,3,13,650,0,5.0
1455197,3,14,650,0,5.0
1455198,3,15,650,0,2.0
1455199,3,16,650,1,3.0
1455200,3,17,650,0,6.0
1455201,3,19,650,0,10.0
1455202,3,20,650,0,9.0
1455203,3,21,650,0,10.0
1455204,3,22,650,0,2.0
1455205,3,23,650,0,5.0
1455206,3,24,650,0,10.0
1455207,3,26,650,1,10.0
1455208,3,27,650,0,10.0
1455209,3,28,650,0,7.0
1455210,3,29,650,0,3.0
1455211,3,30,650,0,3.0
1455212,3,31,650,0,4.0
1455363,3,1,2200,1,10.0
1455364,3,2,2200,1,5.0
1455365,3,4,2200,0,10.0
1455366,3,5,2200,0,10.0
1455367,3,6,2200,0,10.0
1455368,3,7,2200,0,10.0
1455369,3,8,2200,1,10.0
1455370,3,9,2200,1,10.0
1455371,3,11,2200,1,10.0
1455372,3,12,2200,1,9.0
1455373,3,13,2200,1,10.0
1455374,3,14,2200,0,7.0
1455375,3,15,2200,1,5.0
1455376,3,16,2200,1,2.0
1455377,3,18,2200,1,10.0
1455378,3,19,2200,0,10.0
1455379,3,20,2200,0,10.0
1455380,3,21,2200,0,7.0
1455381,3,22,2200,0,6.0
1455382,3,23,2200,0,9.0
1455383,3,25,2200,1,10.0
1455384,3,26,2200,0,10.0
1455385,3,27,2200,0,10.0
1455386,3,28,2200,0,7.0
1455387,3,29,2200,0,6.0
1455388,3,30,2200,0,8.0
1455420,3,1,2035,0,10.0
1455421,3,2,2035,0,7.0
1455422,3,3,2035,0,10.0
1455423,3,4,2035,0,10.0
1455424,3,5,2035,0,10.0
1455425,3,6,2035,0,10.0
1455426,3,7,2035,0,10.0
1455427,3,8,2035,1,10.0
1455428,3,9,2035,0,10.0
1455429,3,10,2035,0,10.0
1455430,3,11,2035,0,10.0
1455431,3,12,2035,1,9.0
1455432,3,13,2035,0,10.0
1455433,3,14,2035,0,10.0
1455434,3,15,2035,1,4.0
1455435,3,16,2035,1,1.0
1455436,3,17,2035,0,10.0
1455437,3,18,2035,0,10.0
1455438,3,19,2035,0,10.0
1455439,3,20,2035,0,10.0
1455440,3,21,2035,0,7.0
1455441,3,22,2035,0,7.0
1455442,3,23,2035,1,9.0
1455443,3,24,2035,0,10.0
1455444,3,25,2035,1,10.0
1455445,3,26,2035,0,10.0
1455446,3,27,2035,0,10.0
1455447,3,28,2035,0,10.0
1455448,3,29,2035,0,8.0
1455449,3,30,2035,1,8.0
1455450,3,31,2035,1,10.0
1455569,3,1,1615,0,10.0
1455570,3,2,1615,0,8.0
1455571,3,4,1615,0,10.0
1455572,3,5,1615,0,10.0
1455573,3,6,1615,0,10.0
1455574,3,7,1615,0,10.0
1455575,3,8,1615,1,9.0
1455576,3,9,1615,0,10.0
1455577,3,11,1615,0,10.0
1455578,3,12,1615,0,4.0
1455579,3,13,1615,1,10.0
1455580,3,14,1615,1,10.0
1455581,3,15,1615,0,4.0
1455582,3,16,1615,0,2.0
1455583,3,18,1615,0,10.0
1455584,3,19,1615,0,10.0
1455585,3,20,1615,0,10.0
1455586,3,21,1615,0,10.0
1455587,3,22,1615,0,10.0
1455588,3,23,1615,0,10.0
1455589,3,25,1615,0,10.0
1455590,3,26,1615,0,10.0
1455591,3,27,1615,1,10.0
1455592,3,28,1615,0,10.0
1455593,3,29,1615,0,9.0
1455594,3,30,1615,0,10.0
1455714,3,1,2030,1,10.0
1455715,3,2,2030,0,7.0
1455716,3,3,2030,0,10.0
1455717,3,4,2030,0,10.0
1455718,3,5,2030,0,10.0
1455719,3,6,2030,1,10.0
1455720,3,7,2030,0,10.0
1455721,3,8,2030,0,10.0
1455722,3,9,2030,0,10.0
1455723,3,10,2030,0,10.0
1455724,3,11,2030,0,10.0
1455725,3,12,2030,1,9.0
1455726,3,13,2030,0,10.0
1455727,3,14,2030,0,10.0
1455728,3,15,2030,1,4.0
1455729,3,16,2030,1,1.0
1455730,3,17,2030,1,10.0
1455731,3,18,2030,0,10.0
1455732,3,19,2030,0,10.0
1455733,3,20,2030,0,10.0
1455734,3,21,2030,0,7.0
1455735,3,22,2030,0,7.0
1455736,3,23,2030,0,9.0
1455737,3,24,2030,0,10.0
1455738,3,25,2030,0,10.0
1455739,3,26,2030,0,10.0
1455740,3,27,2030,0,10.0
1455741,3,28,2030,0,10.0
1455742,3,29,2030,0,8.0
1455743,3,30,2030,0,8.0
1455744,3,31,2030,0,10.0
1456788,3,1,2015,1,10.0
1456789,3,2,2025,0,7.0
1456790,3,3,2025,0,10.0
1456791,3,4,2025,1,10.0
1456792,3,5,2025,0,10.0
1456793,3,6,2025,0,10.0
1456794,3,7,2025,0,10.0
1456795,3,8,2025,0,10.0
1456796,3,9,2025,0,10.0
1456797,3,10,2025,0,10.0
1456798,3,11,2025,0,10.0
1456799,3,12,2025,0,9.0
1456800,3,13,2025,1,10.0
1456801,3,14,2025,0,10.0
1456802,3,15,2025,0,4.0
1456803,3,16,2025,1,1.0
1456804,3,17,2025,1,10.0
1456805,3,18,2025,0,10.0
1456806,3,19,2025,0,10.0
1456807,3,20,2025,0,10.0
1456808,3,21,2025,0,7.0
1456809,3,22,2025,1,7.0
1456810,3,23,2025,0,9.0
1456811,3,24,2025,0,10.0
1456812,3,25,2025,1,10.0
1456813,3,26,2025,0,10.0
1456814,3,27,2025,0,10.0
1456815,3,28,2025,0,10.0
1456816,3,29,2025,1,8.0
1456817,3,30,2025,1,8.0
1456818,3,31,2025,0,10.0
1457130,3,1,2030,0,10.0
1457131,3,2,2030,0,7.0
1457132,3,3,2030,0,10.0
1457133,3,4,2030,0,10.0
1457134,3,5,2030,0,10.0
1457135,3,6,2030,0,10.0
1457136,3,7,2030,0,10.0
1457137,3,8,2030,1,10.0
1457138,3,9,2030,0,10.0
1457139,3,10,2030,0,10.0
1457140,3,11,2030,1,10.0
1457141,3,12,2030,1,9.0
1457142,3,13,2030,0,10.0
1457143,3,14,2030,0,10.0
1457144,3,15,2030,1,4.0
1457145,3,16,2030,1,1.0
1457146,3,17,2030,0,10.0
1457147,3,18,2030,0,10.0
1457148,3,19,2030,0,10.0
1457149,3,20,2030,0,10.0
1457150,3,21,2030,1,7.0
1457151,3,22,2030,0,7.0
1457152,3,23,2030,0,9.0
1457153,3,24,2030,0,10.0
1457154,3,25,2030,1,10.0
1457155,3,26,2030,0,10.0
1457156,3,27,2030,0,10.0
1457157,3,28,2030,0,10.0
1457158,3,29,2030,0,8.0
1457159,3,30,2030,0,8.0
1457160,3,31,2030,0,10.0
1457910,3,1,640,0,10.0
1457911,3,2,640,0,5.0
1457912,3,5,640,0,7.0
1457913,3,6,640,0,10.0
1457914,3,7,640,0,10.0
1457915,3,8,640,0,10.0
1457916,3,9,640,0,10.0
1457917,3,12,640,0,7.0
1457918,3,13,640,0,5.0
1457919,3,14,640,0,5.0
1457920,3,15,640,0,2.0
1457921,3,16,640,1,3.0
1457922,3,19,640,0,10.0
1457923,3,20,640,0,9.0
1457924,3,21,640,0,10.0
1457925,3,22,640,0,2.0
1457926,3,23,640,0,5.0
1457927,3,26,640,1,10.0
1457928,3,27,640,0,10.0
1457929,3,28,640,0,7.0
1457930,3,29,640,0,3.0
1457931,3,30,640,0,3.0
1458414,3,1,948,0,10.0
1458415,3,2,948,0,6.0
1458416,3,3,948,0,6.0
1458417,3,4,948,0,10.0
1458418,3,5,948,1,10.0
1458419,3,6,948,0,10.0
1458420,3,7,948,0,10.0
1458421,3,8,948,0,1.0
1458422,3,9,948,0,10.0
1458423,3,10,948,0,10.0
1458424,3,11,948,1,10.0
1458425,3,12,948,0,4.0
1458426,3,13,948,0,3.0
1458427,3,14,948,0,10.0
1458428,3,15,948,1,1.0
1458429,3,16,948,1,4.0
1458430,3,17,948,0,10.0
1458431,3,18,948,0,10.0
1458432,3,19,948,0,10.0
1458433,3,20,948,0,10.0
1458434,3,21,948,0,10.0
1458435,3,22,948,0,4.0
1458436,3,23,948,0,9.0
1458437,3,24,948,1,10.0
1458438,3,25,948,0,9.0
1458439,3,26,948,0,10.0
1458440,3,27,948,0,10.0
1458441,3,28,948,0,10.0
1458442,3,29,948,0,6.0
1458443,3,30,948,1,10.0
1458444,3,31,948,0,4.0
1458445,3,1,2035,0,10.0
1458564,3,1,1515,1,10.0
1458565,3,2,1515,0,8.0
1458566,3,4,1515,0,10.0
1458567,3,5,1515,0,10.0
1458568,3,6,1515,0,10.0
1458569,3,7,1515,0,10.0
1458570,3,8,1515,0,10.0
1458571,3,9,1515,1,10.0
1458572,3,11,1515,1,10.0
1458573,3,12,1515,1,3.0
1458574,3,13,1515,0,10.0
1458575,3,14,1515,1,10.0
1458576,3,15,1515,1,3.0
1458577,3,16,1515,1,4.0
1458578,3,18,1515,0,10.0
1458579,3,19,1515,0,10.0
1458580,3,20,1515,1,10.0
1458581,3,21,1515,1,10.0
1458582,3,22,1515,1,10.0
1458583,3,23,1515,1,10.0
1458584,3,25,1515,0,10.0
1458585,3,26,1515,1,10.0
1458586,3,27,1515,0,10.0
1458587,3,28,1515,0,10.0
1458588,3,29,1515,0,10.0
1458589,3,30,1515,1,9.0
1459053,3,1,2020,0,10.0
1459054,3,2,2020,0,7.0
1459055,3,3,2020,0,10.0
1459056,3,4,2020,0,10.0
1459057,3,5,2020,0,10.0
1459058,3,6,2020,0,10.0
1459059,3,7,2020,0,10.0
1459060,3,8,2020,1,10.0
1459061,3,9,2020,0,10.0
1459062,3,10,2020,1,10.0
1459063,3,11,2020,0,10.0
1459064,3,12,2020,1,9.0
1459065,3,13,2020,0,10.0
1459066,3,14,2020,1,10.0
1459067,3,15,2020,1,4.0
1459068,3,16,2020,0,1.0
1459069,3,17,2020,0,10.0
1459070,3,18,2020,0,10.0
1459071,3,19,2020,0,10.0
1459072,3,20,2020,0,10.0
1459073,3,21,2020,1,7.0
1459074,3,22,2020,0,7.0
1459075,3,23,2020,0,9.0
1459076,3,24,2020,0,10.0
1459077,3,25,2020,0,10.0
1459078,3,26,2020,0,10.0
1459079,3,27,2020,0,10.0
1459080,3,28,2020,0,10.0
1459081,3,29,2020,0,8.0
1459082,3,30,2020,0,8.0
1459083,3,31,2020,0,10.0
1460014,3,1,1140,1,10.0
1460015,3,2,1140,0,6.0
1460016,3,3,1140,0,9.0
1460017,3,4,1140,0,10.0
1460018,3,5,1140,0,10.0
1460019,3,6,1140,0,10.0
1460020,3,7,1140,0,10.0
1460021,3,8,1140,1,10.0
1460022,3,9,1140,1,10.0
1460023,3,10,1140,0,10.0
1460024,3,11,1140,0,10.0
1460025,3,12,1140,0,1.0
1460026,3,13,1140,0,7.0
1460027,3,14,1140,0,10.0
1460028,3,15,1140,1,1.0
1460029,3,16,1140,1,4.0
1460030,3,17,1140,0,10.0
1460031,3,18,1140,1,10.0
1460032,3,19,1140,0,10.0
1460033,3,20,1140,0,10.0
1460034,3,21,1140,0,10.0
1460035,3,22,1140,1,10.0
1460036,3,23,1140,0,10.0
1460037,3,24,1140,0,10.0
1460038,3,25,1140,0,6.0
1460039,3,26,1140,0,10.0
1460040,3,27,1140,0,10.0
1460041,3,28,1140,0,10.0
1460042,3,29,1140,0,7.0
1460043,3,30,1140,0,10.0
1460044,3,31,1140,0,7.0
1460199,3,3,1520,1,10.0
1460200,3,10,1520,0,10.0
1460201,3,17,1520,0,10.0
1460202,3,24,1520,0,10.0
1460203,3,31,1520,0,6.0
1460262,3,1,830,0,10.0
1460263,3,2,830,0,5.0
1460264,3,3,830,0,4.0
1460265,3,4,830,0,10.0
1460266,3,5,830,0,10.0
1460267,3,6,830,0,10.0
1460268,3,7,830,0,10.0
1460269,3,8,830,1,2.0
1460270,3,9,830,0,10.0
1460271,3,10,830,0,10.0
1460272,3,11,830,0,10.0
1460273,3,12,830,0,4.0
1460274,3,13,830,0,7.0
1460275,3,14,830,0,9.0
1460276,3,15,830,0,2.0
1460277,3,16,830,1,1.0
1460278,3,17,830,1,10.0
1460279,3,18,830,0,10.0
1460280,3,19,830,0,10.0
1460281,3,20,830,0,10.0
1460282,3,21,830,0,10.0
1460283,3,22,830,0,4.0
1460284,3,23,830,0,8.0
1460285,3,24,830,1,10.0
1460286,3,25,830,0,10.0
1460287,3,26,830,0,10.0
1460288,3,27,830,0,10.0
1460289,3,28,830,0,10.0
1460290,3,29,830,0,5.0
1460291,3,30,830,0,8.0
1460292,3,31,830,0,4.0
1460293,3,1,1645,0,10.0
1460294,3,2,1645,0,8.0
1460295,3,3,1645,0,10.0
1460296,3,4,1645,1,10.0
1460297,3,5,1645,0,10.0
1460298,3,6,1645,0,10.0
1460299,3,7,1645,0,10.0
1460300,3,8,1645,0,9.0
1460301,3,9,1645,0,10.0
1460302,3,10,1645,0,10.0
1460303,3,11,1645,0,10.0
1460304,3,12,1645,1,4.0
1460305,3,13,1645,0,10.0
1460306,3,14,1645,0,10.0
1460307,3,15,1645,0,4.0
1460308,3,16,1645,1,1.0
1460309,3,17,1645,0,10.0
1460310,3,18,1645,0,10.0
1460311,3,19,1645,1,10.0
1460312,3,20,1645,0,10.0
1460313,3,21,1645,0,10.0
1460314,3,22,1645,0,10.0
1460315,3,23,1645,0,10.0
1460316,3,24,1645,0,10.0
1460317,3,25,1645,0,10.0
1460318,3,26,1645,0,10.0
1460319,3,27,1645,0,10.0
1460320,3,28,1645,0,10.0
1460321,3,29,1645,0,9.0
1460322,3,30,1645,0,10.0
1460323,3,31,1645,0,3.0
1460541,3,1,1515,0,10.0
1460542,3,2,1515,1,8.0
1460543,3,3,1515,0,10.0
1460544,3,4,1515,0,10.0
1460545,3,5,1515,0,10.0
1460546,3,6,1515,1,10.0
1460547,3,7,1515,0,10.0
1460548,3,8,1515,0,10.0
1460549,3,9,1515,0,10.0
1460550,3,10,1515,0,10.0
1460551,3,11,1515,0,10.0
1460552,3,12,1515,1,3.0
1460553,3,13,1515,0,10.0
1460554,3,14,1515,0,10.0
1460555,3,15,1515,1,3.0
1460556,3,16,1515,1,4.0
1460557,3,17,1515,0,10.0
1460558,3,18,1515,0,10.0
1460559,3,19,1515,0,10.0
1460560,3,20,1515,0,10.0
1460561,3,21,1515,0,10.0
1460562,3,22,1515,0,10.0
1460563,3,23,1515,0,10.0
1460564,3,24,1515,0,10.0
1460565,3,25,1515,1,10.0
1460566,3,26,1515,0,10.0
1460567,3,27,1515,0,10.0
1460568,3,28,1515,0,10.0
1460569,3,29,1515,0,10.0
1460570,3,30,1515,0,9.0
1460571,3,31,1515,0,6.0
1460855,3,1,1135,0,10.0
1460856,3,2,1135,0,6.0
1460857,3,3,1135,0,9.0
1460858,3,4,1135,1,10.0
1460859,3,5,1135,0,10.0
1460860,3,6,1135,0,10.0
1460861,3,7,1135,0,10.0
1460862,3,8,1135,0,10.0
1460863,3,9,1135,0,10.0
1460864,3,10,1135,0,10.0
1460865,3,11,1135,0,10.0
1460866,3,12,1135,0,1.0
1460867,3,13,1135,0,7.0
1460868,3,14,1135,0,10.0
1460869,3,15,1135,0,1.0
1460870,3,16,1135,0,4.0
1460871,3,17,1135,0,10.0
1460872,3,18,1135,0,10.0
1460873,3,19,1135,0,10.0
1460874,3,20,1135,0,10.0
1460875,3,21,1135,0,10.0
1460876,3,22,1135,0,10.0
1460877,3,23,1135,0,10.0
1460878,3,24,1135,0,10.0
1460879,3,25,1135,0,6.0
1460880,3,26,1135,0,10.0
1460881,3,27,1135,0,10.0
1460882,3,28,1135,0,10.0
1460883,3,29,1135,1,7.0
1460884,3,30,1135,0,10.0
1460885,3,31,1135,0,7.0
1461738,3,1,840,0,10.0
1461739,3,2,840,0,5.0
1461740,3,3,840,0,4.0
1461741,3,4,840,0,10.0
1461742,3,5,840,0,10.0
1461743,3,6,840,0,10.0
1461744,3,7,840,0,10.0
1461745,3,8,840,0,2.0
1461746,3,9,840,0,10.0
1461747,3,10,840,1,10.0
1461748,3,11,840,0,10.0
1461749,3,12,840,0,4.0
1461750,3,13,840,0,7.0
1461751,3,14,840,1,9.0
1461752,3,15,840,0,2.0
1461753,3,16,840,1,1.0
1461754,3,17,840,0,10.0
1461755,3,18,840,0,10.0
1461756,3,19,840,0,10.0
1461757,3,20,840,0,10.0
1461758,3,21,840,0,10.0
1461759,3,22,840,0,4.0
1461760,3,23,840,0,8.0
1461761,3,24,840,0,10.0
1461762,3,25,840,0,10.0
1461763,3,26,840,0,10.0
1461764,3,27,840,1,10.0
1461765,3,28,840,0,10.0
1461766,3,29,840,0,5.0
1461767,3,30,840,0,8.0
1461768,3,31,840,0,4.0
1462190,3,1,1330,0,10.0
1462191,3,2,1330,1,9.0
1462192,3,3,1330,0,8.0
1462193,3,4,1330,0,10.0
1462194,3,5,1330,0,9.0
1462195,3,6,1330,0,10.0
1462196,3,7,1330,0,10.0
1462197,3,8,1330,1,10.0
1462198,3,9,1330,0,10.0
1462199,3,10,1330,0,10.0
1462200,3,11,1330,0,10.0
1462201,3,12,1330,1,1.0
1462202,3,13,1330,0,10.0
1462203,3,14,1330,0,10.0
1462204,3,15,1330,1,3.0
1462205,3,16,1330,1,2.0
1462206,3,17,1330,0,10.0
1462207,3,18,1330,0,10.0
1462208,3,19,1330,0,10.0
1462209,3,20,1330,0,10.0
1462210,3,21,1330,0,10.0
1462211,3,22,1330,1,10.0
1462212,3,23,1330,0,10.0
1462213,3,24,1330,0,10.0
1462214,3,25,1330,0,4.0
1462215,3,26,1330,1,10.0
1462216,3,27,1330,0,10.0
1462217,3,28,1330,0,10.0
1462218,3,29,1330,0,7.0
1462219,3,30,1330,1,10.0
1462220,3,31,1330,0,6.0
1462282,3,1,645,0,10.0
1462283,3,2,645,0,5.0
1462284,3,3,645,0,1.0
1462285,3,4,645,0,10.0
1462286,3,5,645,1,7.0
1462287,3,6,645,0,10.0
1462288,3,7,645,0,10.0
1462289,3,8,645,0,10.0
1462290,3,9,645,0,10.0
1462291,3,10,645,0,10.0
1462292,3,11,645,0,10.0
1462293,3,12,645,0,7.0
1462294,3,13,645,0,5.0
1462295,3,14,645,0,5.0
1462296,3,15,645,0,2.0
1462297,3,16,645,1,3.0
1462298,3,17,645,1,6.0
1462299,3,18,645,0,10.0
1462300,3,19,645,1,10.0
1462301,3,20,645,0,9.0
1462302,3,21,645,0,10.0
1462303,3,22,645,1,2.0
1462304,3,23,645,1,5.0
1462305,3,24,645,0,10.0
1462306,3,25,645,0,10.0
1462307,3,26,645,0,10.0
1462308,3,27,645,0,10.0
1462309,3,28,645,0,7.0
1462310,3,29,645,0,3.0
1462311,3,30,645,0,3.0
1462312,3,31,645,0,4.0
1462722,3,1,600,0,10.0
1462723,3,2,600,0,5.0
1462724,3,3,600,1,1.0
1462725,3,4,600,0,10.0
1462726,3,5,600,0,7.0
1462727,3,6,600,0,10.0
1462728,3,7,600,0,10.0
1462729,3,8,600,0,10.0
1462730,3,9,600,1,10.0
1462731,3,10,600,0,10.0
1462732,3,11,600,0,10.0
1462733,3,12,600,0,7.0
1462734,3,13,600,0,5.0
1462735,3,14,600,0,5.0
1462736,3,15,600,0,2.0
1462737,3,16,600,0,3.0
1462738,3,17,600,1,2.0
1462739,3,18,600,0,10.0
1462740,3,19,600,0,10.0
1462741,3,20,600,0,9.0
1462742,3,21,600,0,10.0
1462743,3,22,600,0,2.0
1462744,3,23,600,0,4.0
1462745,3,24,600,0,10.0
1462746,3,25,600,0,10.0
1462747,3,26,600,0,10.0
1462748,3,27,600,0,10.0
1462749,3,28,600,0,7.0
1462750,3,29,600,0,3.0
1462751,3,30,600,0,3.0
1462752,3,31,600,0,4.0
1462815,3,1,700,0,10.0
1462816,3,2,700,0,5.0
1462817,3,3,700,0,3.0
1462818,3,5,700,0,10.0
1462819,3,6,700,0,10.0
1462820,3,7,700,0,10.0
1462821,3,8,700,0,3.0
1462822,3,9,700,0,10.0
1462823,3,10,700,1,10.0
1462824,3,12,700,0,4.0
1462825,3,13,700,0,6.0
1462826,3,14,700,0,6.0
1462827,3,15,700,0,2.0
1462828,3,16,700,0,3.0
1462829,3,17,700,0,10.0
1462830,3,19,700,0,10.0
1462831,3,20,700,0,10.0
1462832,3,21,700,0,10.0
1462833,3,22,700,0,3.0
1462834,3,23,700,0,5.0
1462835,3,24,700,0,10.0
1462836,3,26,700,0,10.0
1462837,3,27,700,0,10.0
1462838,3,28,700,0,10.0
1462839,3,29,700,0,3.0
1462840,3,30,700,0,3.0
1462841,3,31,700,0,3.0
1462944,3,1,1000,0,10.0
1462945,3,2,1000,0,7.0
1462946,3,3,1000,0,8.0
1462947,3,4,1000,0,10.0
1462948,3,5,1000,0,10.0
1462949,3,6,1000,0,10.0
1462950,3,7,1000,0,10.0
1462951,3,8,1000,0,2.0
1462952,3,9,1000,0,10.0
1462953,3,10,1000,0,10.0
1462954,3,11,1000,0,10.0
1462955,3,12,1000,0,2.0
1462956,3,13,1000,0,1.0
1462957,3,14,1000,0,10.0
1462958,3,15,1000,0,1.0
1462959,3,16,1000,1,4.0
1462960,3,17,1000,1,10.0
1462961,3,18,1000,0,10.0
1462962,3,19,1000,0,10.0
1462963,3,20,1000,0,10.0
1462964,3,21,1000,0,10.0
1462965,3,22,1000,0,7.0
1462966,3,23,1000,0,10.0
1462967,3,24,1000,0,10.0
1462968,3,25,1000,0,10.0
1462969,3,26,1000,0,10.0
1462970,3,27,1000,0,10.0
1462971,3,28,1000,0,10.0
1462972,3,29,1000,0,6.0
1462973,3,30,1000,0,10.0
1462974,3,31,1000,0,6.0
1462975,3,1,1045,0,10.0
1462976,3,2,1045,0,7.0
1462977,3,3,1045,0,8.0
1462978,3,4,1045,0,10.0
1462979,3,5,1045,0,10.0
1462980,3,6,1045,0,10.0
1462981,3,7,1045,1,10.0
1462982,3,8,1045,0,8.0
1462983,3,9,1045,0,10.0
1462984,3,10,1045,0,10.0
1462985,3,11,1045,1,10.0
1462986,3,12,1045,0,1.0
1462987,3,13,1045,0,56.0
1462988,3,14,1045,0,10.0
1462989,3,15,1045,0,1.0
1462990,3,16,1045,0,4.0
1462991,3,17,1045,1,10.0
1462992,3,18,1045,0,10.0
1462993,3,19,1045,0,10.0
1462994,3,20,1045,0,10.0
1462995,3,21,1045,0,10.0
1462996,3,22,1045,0,7.0
1462997,3,23,1045,0,10.0
1462998,3,24,1045,1,10.0
1462999,3,25,1045,1,3.0
1463000,3,26,1045,0,10.0
1463001,3,27,1045,0,10.0
1463002,3,28,1045,0,10.0
1463003,3,29,1045,0,6.0
1463004,3,30,1045,0,10.0
1463005,3,31,1045,0,6.0
1463037,3,1,1215,0,10.0
1463038,3,2,1215,0,7.0
1463039,3,3,1215,0,9.0
1463040,3,4,1215,0,10.0
1463041,3,5,1215,0,10.0
1463042,3,6,1215,0,10.0
1463043,3,7,1215,0,10.0
